"DATE","normalAvgTemp","normalAvgTempStd","normalMaxTemp","normalMaxTempStd","normalMinTemp","normalMinTempStd","normalMtdPrcp","normalMtdSnow","ELEVATION","STATION","Long","Lat","ZipCode","County","State","RadiusInMiles","BoundsWest","BoundsEast","BoundsNorth","BoundsSouth"
"01-01",21,12.5,31,11.5,11.1,14.8,0.08,0.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-02",20.8,12.6,30.9,11.6,10.8,15,0.17,1.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-03",20.6,12.7,30.7,11.6,10.5,15.1,0.25,1.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-04",20.4,12.8,30.6,11.7,10.2,15.2,0.34,2.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-05",20.2,12.9,30.4,11.8,9.9,15.4,0.42,3.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-06",19.9,13,30.3,11.9,9.6,15.5,0.51,3.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-07",19.7,13.2,30.1,12,9.4,15.6,0.59,4.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-08",19.5,13.3,30,12.1,9.1,15.8,0.67,4.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-09",19.4,13.4,29.9,12.2,8.8,15.9,0.75,5.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-10",19.2,13.5,29.8,12.2,8.6,16,0.83,6.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-11",19,13.6,29.6,12.3,8.4,16.1,0.91,6.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-12",18.8,13.6,29.5,12.4,8.1,16.2,1,7.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-13",18.7,13.7,29.4,12.4,7.9,16.3,1.08,7.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-14",18.5,13.8,29.4,12.4,7.7,16.4,1.15,8.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-15",18.4,13.8,29.3,12.4,7.5,16.4,1.23,8.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-16",18.3,13.8,29.2,12.4,7.3,16.5,1.3,9.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-17",18.2,13.9,29.2,12.4,7.2,16.5,1.38,10,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-18",18.1,13.8,29.1,12.4,7,16.6,1.46,10.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-19",18,13.8,29.1,12.4,6.9,16.5,1.53,11.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-20",17.9,13.8,29,12.4,6.7,16.5,1.61,11.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-21",17.8,13.7,29,12.3,6.6,16.5,1.68,12.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-22",17.8,13.7,29,12.2,6.5,16.5,1.75,12.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-23",17.7,13.6,29,12.2,6.4,16.4,1.82,13.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-24",17.7,13.6,29.1,12.1,6.3,16.4,1.89,13.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-25",17.7,13.5,29.1,12,6.3,16.3,1.96,14.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-26",17.7,13.4,29.1,11.9,6.2,16.2,2.02,15.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-27",17.7,13.3,29.2,11.8,6.2,16.2,2.09,15.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-28",17.7,13.2,29.3,11.8,6.1,16.1,2.15,16.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-29",17.7,13.1,29.3,11.7,6.1,16.1,2.22,16.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-30",17.8,13,29.4,11.6,6.1,16,2.28,17.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"01-31",17.9,12.9,29.5,11.5,6.2,15.9,2.35,17.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-01",17.9,12.8,29.7,11.4,6.2,15.8,0.07,0.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-02",18,12.7,29.8,11.3,6.3,15.7,0.13,1.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-03",18.1,12.6,29.9,11.2,6.3,15.6,0.2,1.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-04",18.3,12.5,30.1,11.1,6.4,15.6,0.26,2.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-05",18.4,12.4,30.3,11,6.5,15.5,0.32,3.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-06",18.6,12.3,30.5,10.9,6.6,15.4,0.39,3.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-07",18.7,12.3,30.7,10.8,6.8,15.4,0.46,4.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-08",18.9,12.2,30.9,10.8,6.9,15.3,0.52,5.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-09",19.1,12.1,31.1,10.7,7.1,15.3,0.59,5.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-10",19.3,12.1,31.3,10.6,7.3,15.2,0.66,6.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-11",19.5,12,31.6,10.6,7.4,15.2,0.73,7.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-12",19.7,11.9,31.8,10.5,7.6,15.2,0.79,8.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-13",20,11.9,32.1,10.4,7.9,15.1,0.86,8.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-14",20.2,11.8,32.3,10.4,8.1,15.1,0.93,9.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-15",20.5,11.8,32.6,10.3,8.3,15,1,10.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-16",20.7,11.7,32.9,10.3,8.6,15,1.07,10.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-17",21,11.7,33.2,10.3,8.8,15.1,1.14,11.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-18",21.3,11.7,33.5,10.3,9.1,15.1,1.21,12.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-19",21.6,11.7,33.7,10.4,9.4,15.1,1.28,13,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-20",21.9,11.8,34.1,10.4,9.7,15.1,1.36,13.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-21",22.2,11.7,34.4,10.4,10,15.1,1.43,14.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-22",22.5,11.7,34.7,10.4,10.3,15.1,1.5,15,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-23",22.8,11.7,35,10.4,10.6,15.1,1.58,15.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-24",23.1,11.7,35.3,10.4,11,15,1.66,16.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-25",23.5,11.7,35.6,10.5,11.3,15,1.75,17.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-26",23.8,11.7,35.9,10.5,11.7,15,1.83,17.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-27",24.1,11.7,36.3,10.6,12,14.9,1.91,18.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-28",24.5,11.7,36.6,10.6,12.4,14.9,1.99,19.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"02-29",24.7,11.7,36.8,10.6,12.5,14.8,NA,NA,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-01",24.8,11.7,36.9,10.7,12.7,14.8,0.07,0.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-02",25.2,11.7,37.3,10.7,13.1,14.8,0.15,1.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-03",25.5,11.7,37.6,10.8,13.5,14.7,0.22,2.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-04",25.9,11.7,37.9,10.8,13.8,14.6,0.3,2.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-05",26.2,11.6,38.3,10.8,14.2,14.5,0.37,3.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-06",26.6,11.6,38.6,10.8,14.6,14.4,0.45,4.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-07",27,11.5,38.9,10.8,15,14.3,0.52,4.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-08",27.3,11.5,39.3,10.9,15.4,14.1,0.6,5.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-09",27.7,11.4,39.6,10.9,15.8,14,0.68,6.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-10",28.1,11.3,39.9,10.9,16.2,13.8,0.76,6.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-11",28.4,11.2,40.3,10.9,16.6,13.7,0.84,7.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-12",28.8,11.2,40.6,10.9,17,13.5,0.91,8.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-13",29.2,11.1,41,10.9,17.4,13.4,0.99,8.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-14",29.6,11,41.4,10.9,17.8,13.2,1.07,9.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-15",30,10.9,41.7,11,18.2,13,1.15,10,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-16",30.4,10.8,42.1,11,18.6,12.8,1.23,10.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-17",30.7,10.7,42.5,11,19,12.6,1.31,11.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-18",31.1,10.6,42.8,11,19.5,12.5,1.39,11.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-19",31.5,10.5,43.2,10.9,19.9,12.2,1.47,12.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-20",31.9,10.4,43.6,10.9,20.3,12,1.55,12.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-21",32.4,10.3,44,10.9,20.7,11.8,1.63,13.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-22",32.8,10.2,44.4,10.9,21.1,11.6,1.72,13.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-23",33.2,10.1,44.8,10.9,21.5,11.5,1.8,14.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-24",33.6,10,45.2,10.8,22,11.3,1.88,14.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-25",34,9.9,45.7,10.8,22.4,11.1,1.96,14.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-26",34.5,9.8,46.1,10.8,22.8,10.9,2.04,15.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-27",34.9,9.7,46.6,10.8,23.2,10.8,2.13,15.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-28",35.3,9.6,47,10.7,23.7,10.6,2.21,16.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-29",35.8,9.4,47.5,10.7,24.1,10.5,2.3,16.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-30",36.2,9.3,48,10.6,24.5,10.3,2.38,16.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"03-31",36.7,9.2,48.4,10.6,25,10.1,2.47,17.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-01",37.2,9.1,48.9,10.6,25.4,10,0.09,0.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-02",37.6,9,49.4,10.5,25.8,9.9,0.18,0.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-03",38.1,9,50,10.5,26.2,9.7,0.27,0.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-04",38.6,8.9,50.5,10.5,26.7,9.6,0.37,1.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-05",39.1,8.8,51,10.5,27.1,9.5,0.47,1.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-06",39.5,8.8,51.5,10.5,27.5,9.4,0.56,1.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-07",40,8.7,52.1,10.5,28,9.3,0.65,1.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-08",40.5,8.6,52.6,10.5,28.4,9.2,0.75,1.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-09",41,8.6,53.2,10.5,28.8,9.2,0.85,2.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-10",41.5,8.5,53.7,10.5,29.3,9.1,0.95,2.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-11",42,8.5,54.3,10.4,29.7,9,1.06,2.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-12",42.5,8.5,54.9,10.4,30.1,9,1.16,2.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-13",43,8.4,55.4,10.4,30.6,8.9,1.27,2.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-14",43.5,8.4,56,10.4,31,8.9,1.38,3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-15",44,8.4,56.6,10.4,31.4,8.9,1.49,3.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-16",44.5,8.3,57.1,10.4,31.9,8.8,1.6,3.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-17",45,8.3,57.7,10.4,32.3,8.8,1.72,3.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-18",45.5,8.3,58.3,10.4,32.7,8.8,1.83,3.6,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-19",46,8.3,58.8,10.3,33.1,8.8,1.94,3.7,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-20",46.5,8.2,59.4,10.3,33.6,8.8,2.05,3.8,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-21",47,8.2,59.9,10.3,34,8.8,2.16,3.9,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-22",47.4,8.2,60.5,10.3,34.4,8.8,2.27,4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-23",47.9,8.2,61,10.2,34.8,8.8,2.38,4.1,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-24",48.4,8.1,61.5,10.2,35.2,8.8,2.49,4.2,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-25",48.8,8.1,62.1,10.2,35.6,8.8,2.61,4.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-26",49.3,8.1,62.6,10.1,36,8.8,2.72,4.3,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-27",49.7,8,63.1,10.1,36.4,8.8,2.83,4.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-28",50.2,8,63.5,10,36.8,8.8,2.95,4.4,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-29",50.6,8,64,10,37.2,8.8,3.06,4.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"04-30",51.1,8,64.5,9.9,37.6,8.8,3.18,4.5,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-01",51.5,7.9,64.9,9.9,38,8.8,0.11,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-02",51.9,7.9,65.4,9.8,38.4,8.8,0.22,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-03",52.3,7.9,65.8,9.8,38.8,8.8,0.33,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-04",52.7,7.8,66.2,9.7,39.1,8.8,0.45,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-05",53.1,7.8,66.6,9.7,39.5,8.8,0.57,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-06",53.4,7.8,67,9.6,39.9,8.8,0.69,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-07",53.8,7.7,67.4,9.6,40.2,8.8,0.81,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-08",54.2,7.7,67.7,9.5,40.6,8.8,0.92,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-09",54.5,7.7,68.1,9.5,41,8.8,1.04,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-10",54.9,7.7,68.4,9.4,41.3,8.8,1.15,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-11",55.2,7.7,68.7,9.4,41.7,8.8,1.27,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-12",55.5,7.7,69,9.3,42,8.8,1.38,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-13",55.8,7.6,69.3,9.3,42.4,8.8,1.49,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-14",56.2,7.6,69.6,9.2,42.7,8.8,1.6,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-15",56.5,7.6,69.9,9.2,43,8.8,1.72,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-16",56.8,7.5,70.1,9.1,43.4,8.7,1.83,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-17",57.1,7.5,70.4,9,43.7,8.7,1.94,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-18",57.3,7.5,70.6,9,44.1,8.7,2.06,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-19",57.6,7.4,70.9,8.9,44.4,8.7,2.19,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-20",57.9,7.4,71.1,8.9,44.7,8.7,2.32,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-21",58.2,7.4,71.3,8.8,45,8.6,2.44,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-22",58.5,7.3,71.6,8.7,45.4,8.6,2.56,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-23",58.7,7.3,71.8,8.7,45.7,8.6,2.69,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-24",59,7.3,72,8.6,46,8.5,2.81,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-25",59.3,7.2,72.2,8.6,46.4,8.5,2.93,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-26",59.6,7.2,72.4,8.5,46.7,8.5,3.05,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-27",59.8,7.2,72.6,8.4,47,8.4,3.17,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-28",60.1,7.1,72.9,8.4,47.3,8.4,3.29,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
"05-29",60.4,7.1,73.1,8.3,47.6,8.4,3.42,0,128,"USC00432769",-72.8083,44.9094,"05450","Franklin County","VT",12,-72.951129,-72.642921,45.016421,44.791004
