"DATE","normalAvgTemp","normalAvgTempStd","normalMaxTemp","normalMaxTempStd","normalMinTemp","normalMinTempStd","normalMtdPrcp","normalMtdSnow","ELEVATION","STATION","Long","Lat","ZipCode","County","State","RadiusInMiles","BoundsWest","BoundsEast","BoundsNorth","BoundsSouth"
"09-04",63.7,6,77.3,7,50,7.3,0.43,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-05",63.4,6.1,77.1,7,49.7,7.3,0.54,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-06",63,6.1,76.8,7.1,49.3,7.4,0.65,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-07",62.7,6.2,76.4,7.1,49,7.5,0.76,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-08",62.4,6.3,76.1,7.2,48.7,7.6,0.87,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-09",62,6.3,75.8,7.2,48.3,7.6,0.99,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-10",61.7,6.4,75.4,7.3,48,7.7,1.11,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-11",61.3,6.4,75,7.3,47.6,7.8,1.23,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-12",61,6.5,74.6,7.4,47.3,7.8,1.35,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-13",60.6,6.5,74.3,7.4,46.9,7.9,1.46,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-14",60.2,6.6,73.9,7.5,46.5,7.9,1.58,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-15",59.8,6.6,73.4,7.5,46.1,7.9,1.7,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-16",59.4,6.7,73,7.6,45.7,8,1.83,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-17",58.9,6.7,72.6,7.6,45.3,8,1.97,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-18",58.5,6.7,72.1,7.7,44.9,8.1,2.11,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-19",58.1,6.8,71.7,7.7,44.5,8.1,2.24,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-20",57.7,6.8,71.2,7.7,44.1,8.1,2.38,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-21",57.2,6.8,70.8,7.8,43.7,8.2,2.51,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-22",56.8,6.8,70.3,7.8,43.2,8.2,2.65,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-23",56.3,6.9,69.9,7.9,42.8,8.2,2.8,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-24",55.9,6.9,69.4,7.9,42.4,8.2,2.94,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-25",55.4,6.9,68.9,8,42,8.3,3.09,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-26",55,7,68.4,8,41.6,8.3,3.23,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-27",54.5,7,67.9,8.1,41.1,8.3,3.38,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-28",54.1,7,67.5,8.1,40.7,8.4,3.53,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-29",53.6,7,67,8.1,40.3,8.4,3.67,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"09-30",53.2,7,66.5,8.2,39.9,8.4,3.82,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-01",52.8,7.1,66,8.2,39.5,8.4,0.16,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-02",52.3,7.1,65.5,8.2,39.1,8.4,0.33,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-03",51.9,7.1,65.1,8.3,38.7,8.4,0.49,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-04",51.4,7.1,64.6,8.3,38.3,8.4,0.65,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-05",51,7.1,64.1,8.4,37.9,8.4,0.81,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-06",50.6,7,63.7,8.4,37.5,8.4,0.97,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-07",50.2,7,63.2,8.4,37.2,8.4,1.13,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-08",49.8,7,62.7,8.5,36.8,8.3,1.3,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-09",49.4,7,62.3,8.5,36.4,8.3,1.47,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-10",48.9,7,61.8,8.5,36.1,8.3,1.64,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-11",48.5,7,61.4,8.5,35.7,8.2,1.8,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-12",48.2,7,60.9,8.6,35.4,8.2,1.97,0,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-13",47.8,7,60.5,8.6,35,8.2,2.14,0.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-14",47.4,6.9,60,8.6,34.7,8.1,2.3,0.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-15",47,6.9,59.6,8.6,34.4,8.1,2.47,0.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-16",46.6,6.9,59.2,8.6,34.1,8,2.63,0.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-17",46.3,6.9,58.8,8.6,33.8,8,2.78,0.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-18",45.9,6.9,58.3,8.7,33.5,7.9,2.94,0.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-19",45.5,6.9,57.9,8.7,33.2,7.9,3.1,0.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-20",45.2,6.9,57.5,8.7,32.9,7.9,3.26,0.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-21",44.8,6.9,57.1,8.7,32.6,7.9,3.41,0.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-22",44.5,6.9,56.7,8.7,32.3,7.8,3.57,0.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-23",44.1,6.9,56.2,8.7,32,7.8,3.71,0.4,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-24",43.8,6.9,55.8,8.6,31.7,7.8,3.86,0.4,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-25",43.4,6.9,55.4,8.6,31.5,7.8,4,0.5,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-26",43.1,6.9,55,8.7,31.2,7.7,4.15,0.5,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-27",42.8,6.9,54.6,8.7,30.9,7.7,4.29,0.6,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-28",42.4,7,54.2,8.7,30.7,7.7,4.44,0.6,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-29",42.1,7,53.8,8.7,30.4,7.7,4.59,0.7,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-30",41.7,7,53.4,8.7,30.1,7.7,4.73,0.7,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"10-31",41.4,7,53,8.7,29.8,7.7,4.86,0.8,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-01",41.1,7.1,52.5,8.7,29.6,7.7,0.13,0.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-02",40.7,7.1,52.1,8.8,29.3,7.7,0.25,0.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-03",40.4,7.1,51.7,8.8,29,7.8,0.39,0.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-04",40,7.2,51.3,8.8,28.8,7.8,0.52,0.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-05",39.7,7.2,50.9,8.8,28.5,7.8,0.64,0.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-06",39.3,7.2,50.5,8.8,28.2,7.9,0.75,0.4,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-07",39,7.3,50,8.8,27.9,7.9,0.87,0.5,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-08",38.6,7.3,49.6,8.9,27.7,8,0.98,0.6,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-09",38.3,7.4,49.2,8.9,27.4,8,1.1,0.7,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-10",37.9,7.4,48.8,8.9,27.1,8.1,1.21,0.8,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-11",37.6,7.5,48.3,8.9,26.8,8.1,1.33,0.9,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-12",37.2,7.5,47.9,8.9,26.5,8.2,1.44,1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-13",36.9,7.5,47.5,8.9,26.2,8.2,1.55,1.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-14",36.5,7.6,47,8.9,25.9,8.3,1.66,1.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-15",36.1,7.6,46.6,8.9,25.6,8.4,1.77,1.4,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-16",35.8,7.7,46.2,8.9,25.3,8.4,1.89,1.5,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-17",35.4,7.8,45.7,8.9,25,8.5,2.01,1.6,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-18",35,7.8,45.3,9,24.7,8.5,2.13,1.8,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-19",34.7,7.8,44.9,9,24.4,8.6,2.26,1.9,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-20",34.3,7.9,44.5,9,24.1,8.6,2.38,2.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-21",33.9,7.9,44,9,23.8,8.7,2.5,2.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-22",33.5,8,43.6,9,23.5,8.7,2.63,2.4,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-23",33.2,8,43.2,9,23.2,8.8,2.75,2.6,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-24",32.8,8,42.8,9,22.9,8.9,2.87,2.8,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-25",32.4,8.1,42.3,9,22.5,8.9,3,3.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-26",32.1,8.1,41.9,9,22.2,9,3.12,3.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-27",31.7,8.2,41.5,9,21.9,9.1,3.25,3.6,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-28",31.3,8.2,41.1,9,21.6,9.2,3.37,3.9,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-29",31,8.3,40.7,9,21.2,9.3,3.5,4.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"11-30",30.6,8.3,40.3,9,20.9,9.4,3.63,4.5,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-01",30.3,8.3,39.9,8.9,20.6,9.5,0.14,0.4,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-02",29.9,8.4,39.5,8.9,20.3,9.6,0.27,0.8,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-03",29.5,8.4,39.2,8.9,19.9,9.7,0.41,1.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-04",29.2,8.4,38.8,8.8,19.6,9.8,0.55,1.7,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-05",28.9,8.5,38.4,8.8,19.3,9.8,0.69,2.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-06",28.5,8.5,38.1,8.8,19,9.9,0.83,2.7,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-07",28.2,8.5,37.7,8.7,18.6,10,0.97,3.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-08",27.8,8.6,37.4,8.7,18.3,10.1,1.11,3.7,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-09",27.5,8.6,37,8.7,18,10.1,1.26,4.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-10",27.2,8.6,36.7,8.7,17.7,10.2,1.4,4.7,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-11",26.9,8.7,36.4,8.6,17.3,10.3,1.54,5.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-12",26.5,8.7,36,8.6,17,10.3,1.67,5.8,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-13",26.2,8.7,35.7,8.6,16.7,10.4,1.81,6.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-14",25.9,8.7,35.4,8.6,16.4,10.5,1.94,6.8,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-15",25.6,8.8,35.1,8.5,16.1,10.5,2.08,7.4,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-16",25.3,8.8,34.8,8.5,15.8,10.6,2.21,7.9,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-17",25,8.8,34.5,8.5,15.4,10.7,2.33,8.5,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-18",24.7,8.9,34.3,8.5,15.1,10.8,2.45,9.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-19",24.4,8.9,34,8.5,14.8,10.8,2.57,9.6,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-20",24.1,9,33.7,8.5,14.5,10.9,2.7,10.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-21",23.8,9,33.5,8.5,14.2,11,2.82,10.8,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-22",23.5,9.1,33.2,8.5,13.9,11.1,2.95,11.4,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-23",23.3,9.1,33,8.5,13.6,11.2,3.07,12,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-24",23,9.2,32.7,8.5,13.3,11.3,3.2,12.5,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-25",22.7,9.2,32.5,8.5,13,11.4,3.32,13.1,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-26",22.5,9.3,32.3,8.6,12.7,11.4,3.45,13.7,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-27",22.2,9.4,32.1,8.6,12.4,11.5,3.57,14.3,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-28",22,9.5,31.8,8.7,12.1,11.6,3.69,14.9,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-29",21.7,9.5,31.6,8.7,11.8,11.7,3.81,15.5,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-30",21.5,9.6,31.4,8.8,11.5,11.8,3.93,16.2,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"12-31",21.2,9.7,31.3,8.9,11.2,11.9,4.05,16.8,256.6,"USC00431243",-72.5989,43.3847,"05142","Windsor County","VT",6,-72.654126,-72.530174,43.452963,43.348125
"01-01",23.3,11.5,30.7,11.3,15.9,12.8,0.07,0.7,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-02",23,11.6,30.5,11.4,15.6,12.9,0.15,1.4,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-03",22.8,11.7,30.3,11.5,15.3,13,0.23,2.1,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-04",22.6,11.8,30.1,11.6,15,13.1,0.3,2.8,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-05",22.3,11.9,29.9,11.6,14.7,13.3,0.38,3.5,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-06",22.1,12,29.8,11.7,14.5,13.4,0.45,4.2,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-07",21.9,12.1,29.6,11.8,14.2,13.5,0.52,4.9,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-08",21.7,12.2,29.5,11.9,14,13.6,0.59,5.6,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-09",21.5,12.3,29.3,12,13.7,13.7,0.66,6.3,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-10",21.3,12.4,29.2,12,13.5,13.8,0.73,7,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-11",21.2,12.4,29,12,13.3,13.9,0.8,7.7,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-12",21,12.5,28.9,12.1,13.1,13.9,0.88,8.4,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-13",20.8,12.5,28.8,12.1,12.9,14,0.94,9.1,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-14",20.7,12.5,28.7,12.1,12.7,14,1.01,9.7,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-15",20.6,12.6,28.6,12.1,12.6,14.1,1.08,10.4,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-16",20.4,12.6,28.5,12.1,12.4,14.1,1.15,11.1,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-17",20.3,12.6,28.4,12.1,12.3,14.1,1.22,11.7,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-18",20.2,12.6,28.3,12.1,12.1,14.1,1.29,12.4,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-19",20.2,12.5,28.3,12.1,12,14.1,1.36,13,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-20",20.1,12.5,28.2,12,11.9,14.1,1.42,13.6,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-21",20,12.5,28.2,12,11.8,14.1,1.49,14.3,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-22",20,12.4,28.2,11.9,11.7,14,1.56,15,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-23",19.9,12.3,28.2,11.8,11.7,14,1.63,15.7,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-24",19.9,12.3,28.2,11.8,11.6,13.9,1.69,16.4,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-25",19.9,12.2,28.2,11.7,11.6,13.8,1.76,17.1,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-26",19.9,12.1,28.2,11.6,11.6,13.8,1.82,17.7,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-27",19.9,12,28.3,11.6,11.6,13.7,1.89,18.4,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-28",20,12,28.3,11.5,11.6,13.7,1.95,19.1,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-29",20,11.9,28.4,11.4,11.6,13.6,2.01,19.7,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-30",20.1,11.8,28.5,11.4,11.6,13.5,2.07,20.4,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"01-31",20.1,11.8,28.6,11.3,11.7,13.5,2.13,21.1,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"02-01",20.2,11.7,28.7,11.2,11.8,13.4,0.06,0.7,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
"02-02",20.3,11.6,28.8,11.1,11.9,13.3,0.13,1.4,100.6,"USW00014742",-73.15,44.4683,NA,NA,NA,NA,NA,NA,NA,NA
