County,CropTypes,Year,STATEFP,COUNTYFP,GEOID,ALAND,AWATER,Count
Alameda,Almonds,2010,6,1,6001,1909614756.0,216907015.0,206
Alameda,Grapes,2010,6,1,6001,1909614756.0,216907015.0,307
Alameda,Other Hay/Non Alfalfa,2010,6,1,6001,1909614756.0,216907015.0,1603
Alameda,Rice,2010,6,1,6001,1909614756.0,216907015.0,179
Alameda,Tomatoes,2010,6,1,6001,1909614756.0,216907015.0,25
Alameda,Walnuts,2010,6,1,6001,1909614756.0,216907015.0,372
Alpine,Other Hay/Non Alfalfa,2010,6,3,6003,1912292608.0,12557304.0,803
Amador,Almonds,2010,6,5,6005,1539933596.0,29470567.0,188
Amador,Grapes,2010,6,5,6005,1539933596.0,29470567.0,955
Amador,Lettuce,2010,6,5,6005,1539933596.0,29470567.0,6
Amador,Other Hay/Non Alfalfa,2010,6,5,6005,1539933596.0,29470567.0,16036
Amador,Pistachios,2010,6,5,6005,1539933596.0,29470567.0,8
Amador,Rice,2010,6,5,6005,1539933596.0,29470567.0,64
Amador,Tomatoes,2010,6,5,6005,1539933596.0,29470567.0,4
Amador,Walnuts,2010,6,5,6005,1539933596.0,29470567.0,978
Butte,Almonds,2010,6,7,6007,4238488156.0,105261063.0,279041
Butte,Grapes,2010,6,7,6007,4238488156.0,105261063.0,529
Butte,Oranges,2010,6,7,6007,4238488156.0,105261063.0,119
Butte,Other Hay/Non Alfalfa,2010,6,7,6007,4238488156.0,105261063.0,9576
Butte,Pistachios,2010,6,7,6007,4238488156.0,105261063.0,1758
Butte,Rice,2010,6,7,6007,4238488156.0,105261063.0,436654
Butte,Tomatoes,2010,6,7,6007,4238488156.0,105261063.0,20
Butte,Walnuts,2010,6,7,6007,4238488156.0,105261063.0,171907
Calaveras,Almonds,2010,6,9,6009,2641784992.0,43841871.0,461
Calaveras,Grapes,2010,6,9,6009,2641784992.0,43841871.0,173
Calaveras,Lettuce,2010,6,9,6009,2641784992.0,43841871.0,2
Calaveras,Other Hay/Non Alfalfa,2010,6,9,6009,2641784992.0,43841871.0,2369
Calaveras,Pistachios,2010,6,9,6009,2641784992.0,43841871.0,88
Calaveras,Rice,2010,6,9,6009,2641784992.0,43841871.0,38
Calaveras,Tomatoes,2010,6,9,6009,2641784992.0,43841871.0,1
Calaveras,Walnuts,2010,6,9,6009,2641784992.0,43841871.0,1521
Colusa,Almonds,2010,6,11,6011,2980332742.0,14608887.0,185783
Colusa,Grapes,2010,6,11,6011,2980332742.0,14608887.0,679
Colusa,Oranges,2010,6,11,6011,2980332742.0,14608887.0,88
Colusa,Other Hay/Non Alfalfa,2010,6,11,6011,2980332742.0,14608887.0,9682
Colusa,Pistachios,2010,6,11,6011,2980332742.0,14608887.0,1787
Colusa,Rice,2010,6,11,6011,2980332742.0,14608887.0,725736
Colusa,Strawberries,2010,6,11,6011,2980332742.0,14608887.0,1
Colusa,Tomatoes,2010,6,11,6011,2980332742.0,14608887.0,8750
Colusa,Walnuts,2010,6,11,6011,2980332742.0,14608887.0,86300
Contra Costa,Almonds,2010,6,13,6013,1857229826.0,225285866.0,1311
Contra Costa,Grapes,2010,6,13,6013,1857229826.0,225285866.0,5059
Contra Costa,Lettuce,2010,6,13,6013,1857229826.0,225285866.0,1
Contra Costa,Oranges,2010,6,13,6013,1857229826.0,225285866.0,17
Contra Costa,Other Hay/Non Alfalfa,2010,6,13,6013,1857229826.0,225285866.0,10267
Contra Costa,Pistachios,2010,6,13,6013,1857229826.0,225285866.0,1
Contra Costa,Rice,2010,6,13,6013,1857229826.0,225285866.0,774
Contra Costa,Tomatoes,2010,6,13,6013,1857229826.0,225285866.0,751
Contra Costa,Walnuts,2010,6,13,6013,1857229826.0,225285866.0,3569
Del Norte,Other Hay/Non Alfalfa,2010,6,15,6015,2606117982.0,578742642.0,1128
El Dorado,Grapes,2010,6,17,6017,4423299441.0,203342316.0,28
El Dorado,Other Hay/Non Alfalfa,2010,6,17,6017,4423299441.0,203342316.0,270
El Dorado,Strawberries,2010,6,17,6017,4423299441.0,203342316.0,1
El Dorado,Walnuts,2010,6,17,6017,4423299441.0,203342316.0,4
Fresno,Almonds,2010,6,19,6019,15432139300.0,136609898.0,444487
Fresno,Grapes,2010,6,19,6019,15432139300.0,136609898.0,397714
Fresno,Lettuce,2010,6,19,6019,15432139300.0,136609898.0,10857
Fresno,Oranges,2010,6,19,6019,15432139300.0,136609898.0,199328
Fresno,Other Hay/Non Alfalfa,2010,6,19,6019,15432139300.0,136609898.0,7032
Fresno,Pistachios,2010,6,19,6019,15432139300.0,136609898.0,193571
Fresno,Rice,2010,6,19,6019,15432139300.0,136609898.0,12981
Fresno,Strawberries,2010,6,19,6019,15432139300.0,136609898.0,8
Fresno,Tomatoes,2010,6,19,6019,15432139300.0,136609898.0,286617
Fresno,Walnuts,2010,6,19,6019,15432139300.0,136609898.0,79392
Glenn,Almonds,2010,6,21,6021,3403160291.0,33693350.0,248348
Glenn,Grapes,2010,6,21,6021,3403160291.0,33693350.0,3677
Glenn,Oranges,2010,6,21,6021,3403160291.0,33693350.0,765
Glenn,Other Hay/Non Alfalfa,2010,6,21,6021,3403160291.0,33693350.0,30533
Glenn,Pistachios,2010,6,21,6021,3403160291.0,33693350.0,2962
Glenn,Rice,2010,6,21,6021,3403160291.0,33693350.0,429588
Glenn,Tomatoes,2010,6,21,6021,3403160291.0,33693350.0,214
Glenn,Walnuts,2010,6,21,6021,3403160291.0,33693350.0,90964
Humboldt,Grapes,2010,6,23,6023,9241426488.0,1253864712.0,33
Humboldt,Other Hay/Non Alfalfa,2010,6,23,6023,9241426488.0,1253864712.0,25089
Imperial,Almonds,2010,6,25,6025,10814594615.0,790217372.0,1
Imperial,Lettuce,2010,6,25,6025,10814594615.0,790217372.0,59334
Imperial,Oranges,2010,6,25,6025,10814594615.0,790217372.0,4
Imperial,Other Hay/Non Alfalfa,2010,6,25,6025,10814594615.0,790217372.0,385394
Imperial,Tomatoes,2010,6,25,6025,10814594615.0,790217372.0,97
Kern,Almonds,2010,6,29,6029,21062540828.0,78680980.0,630712
Kern,Grapes,2010,6,29,6029,21062540828.0,78680980.0,188270
Kern,Lettuce,2010,6,29,6029,21062540828.0,78680980.0,2385
Kern,Oranges,2010,6,29,6029,21062540828.0,78680980.0,160962
Kern,Other Hay/Non Alfalfa,2010,6,29,6029,21062540828.0,78680980.0,26008
Kern,Pistachios,2010,6,29,6029,21062540828.0,78680980.0,93391
Kern,Walnuts,2010,6,29,6029,21062540828.0,78680980.0,5355
Kings,Almonds,2010,6,31,6031,3600883803.0,3162664.0,132934
Kings,Grapes,2010,6,31,6031,3600883803.0,3162664.0,20641
Kings,Lettuce,2010,6,31,6031,3600883803.0,3162664.0,471
Kings,Oranges,2010,6,31,6031,3600883803.0,3162664.0,25
Kings,Other Hay/Non Alfalfa,2010,6,31,6031,3600883803.0,3162664.0,14645
Kings,Pistachios,2010,6,31,6031,3600883803.0,3162664.0,64368
Kings,Rice,2010,6,31,6031,3600883803.0,3162664.0,73
Kings,Strawberries,2010,6,31,6031,3600883803.0,3162664.0,59
Kings,Tomatoes,2010,6,31,6031,3600883803.0,3162664.0,2135
Kings,Walnuts,2010,6,31,6031,3600883803.0,3162664.0,86462
Klamath,Other Hay/Non Alfalfa,2010,41,35,41035,15391639810.0,503686589.0,2
Klamath,Strawberries,2010,41,35,41035,15391639810.0,503686589.0,2
La Paz,Other Hay/Non Alfalfa,2010,4,12,4012,11645512187.0,36551630.0,8
Lake,Grapes,2010,6,33,6033,3254349190.0,188851723.0,64
Lake,Other Hay/Non Alfalfa,2010,6,33,6033,3254349190.0,188851723.0,7885
Lake,Other Hay/Non Alfalfa,2010,41,37,41037,21078875998.0,568514572.0,5
Lake,Strawberries,2010,6,33,6033,3254349190.0,188851723.0,5
Lake,Walnuts,2010,6,33,6033,3254349190.0,188851723.0,235
Lassen,Other Hay/Non Alfalfa,2010,6,35,6035,11761615584.0,463426056.0,125634
Lassen,Rice,2010,6,35,6035,11761615584.0,463426056.0,951
Lassen,Strawberries,2010,6,35,6035,11761615584.0,463426056.0,36
Los Angeles,Almonds,2010,6,37,6037,10511861492.0,1793485467.0,212
Los Angeles,Grapes,2010,6,37,6037,10511861492.0,1793485467.0,6
Los Angeles,Oranges,2010,6,37,6037,10511861492.0,1793485467.0,29
Los Angeles,Other Hay/Non Alfalfa,2010,6,37,6037,10511861492.0,1793485467.0,13774
Los Angeles,Pistachios,2010,6,37,6037,10511861492.0,1793485467.0,55
Los Angeles,Strawberries,2010,6,37,6037,10511861492.0,1793485467.0,296
Los Angeles,Tomatoes,2010,6,37,6037,10511861492.0,1793485467.0,7
Madera,Almonds,2010,6,39,6039,5534617472.0,42245931.0,372082
Madera,Grapes,2010,6,39,6039,5534617472.0,42245931.0,210143
Madera,Lettuce,2010,6,39,6039,5534617472.0,42245931.0,73
Madera,Oranges,2010,6,39,6039,5534617472.0,42245931.0,2763
Madera,Other Hay/Non Alfalfa,2010,6,39,6039,5534617472.0,42245931.0,906
Madera,Pistachios,2010,6,39,6039,5534617472.0,42245931.0,235028
Madera,Rice,2010,6,39,6039,5534617472.0,42245931.0,91
Madera,Strawberries,2010,6,39,6039,5534617472.0,42245931.0,16
Madera,Tomatoes,2010,6,39,6039,5534617472.0,42245931.0,8018
Madera,Walnuts,2010,6,39,6039,5534617472.0,42245931.0,3284
Marin,Almonds,2010,6,41,6041,1347950152.0,797055812.0,222
Marin,Grapes,2010,6,41,6041,1347950152.0,797055812.0,124
Marin,Oranges,2010,6,41,6041,1347950152.0,797055812.0,7
Marin,Other Hay/Non Alfalfa,2010,6,41,6041,1347950152.0,797055812.0,640
Marin,Rice,2010,6,41,6041,1347950152.0,797055812.0,151
Marin,Tomatoes,2010,6,41,6041,1347950152.0,797055812.0,8
Marin,Walnuts,2010,6,41,6041,1347950152.0,797055812.0,404
Mariposa,Almonds,2010,6,43,6043,3752472150.0,36225644.0,76
Mariposa,Other Hay/Non Alfalfa,2010,6,43,6043,3752472150.0,36225644.0,1
Mariposa,Pistachios,2010,6,43,6043,3752472150.0,36225644.0,276
Mendocino,Almonds,2010,6,45,6045,9081426663.0,962946206.0,174
Mendocino,Grapes,2010,6,45,6045,9081426663.0,962946206.0,108
Mendocino,Other Hay/Non Alfalfa,2010,6,45,6045,9081426663.0,962946206.0,29577
Mendocino,Rice,2010,6,45,6045,9081426663.0,962946206.0,11
Mendocino,Walnuts,2010,6,45,6045,9081426663.0,962946206.0,26
Merced,Almonds,2010,6,47,6047,5014506620.0,110178168.0,462880
Merced,Grapes,2010,6,47,6047,5014506620.0,110178168.0,31218
Merced,Lettuce,2010,6,47,6047,5014506620.0,110178168.0,953
Merced,Oranges,2010,6,47,6047,5014506620.0,110178168.0,105
Merced,Other Hay/Non Alfalfa,2010,6,47,6047,5014506620.0,110178168.0,5265
Merced,Pistachios,2010,6,47,6047,5014506620.0,110178168.0,42003
Merced,Rice,2010,6,47,6047,5014506620.0,110178168.0,11653
Merced,Strawberries,2010,6,47,6047,5014506620.0,110178168.0,12
Merced,Tomatoes,2010,6,47,6047,5014506620.0,110178168.0,116689
Merced,Walnuts,2010,6,47,6047,5014506620.0,110178168.0,8451
Modoc,Other Hay/Non Alfalfa,2010,6,49,6049,10225096402.0,661284408.0,353468
Modoc,Strawberries,2010,6,49,6049,10225096402.0,661284408.0,68
Mono,Other Hay/Non Alfalfa,2010,6,51,6051,7896838483.0,214695677.0,255
Mono,Pistachios,2010,6,51,6051,7896838483.0,214695677.0,1
Monterey,Almonds,2010,6,53,6053,8499616876.0,1267800137.0,31308
Monterey,Grapes,2010,6,53,6053,8499616876.0,1267800137.0,52958
Monterey,Lettuce,2010,6,53,6053,8499616876.0,1267800137.0,13808
Monterey,Oranges,2010,6,53,6053,8499616876.0,1267800137.0,429
Monterey,Other Hay/Non Alfalfa,2010,6,53,6053,8499616876.0,1267800137.0,23063
Monterey,Pistachios,2010,6,53,6053,8499616876.0,1267800137.0,23449
Monterey,Rice,2010,6,53,6053,8499616876.0,1267800137.0,2548
Monterey,Strawberries,2010,6,53,6053,8499616876.0,1267800137.0,11733
Monterey,Tomatoes,2010,6,53,6053,8499616876.0,1267800137.0,22262
Monterey,Walnuts,2010,6,53,6053,8499616876.0,1267800137.0,15053
Napa,Almonds,2010,6,55,6055,1937986794.0,104295181.0,2416
Napa,Grapes,2010,6,55,6055,1937986794.0,104295181.0,11277
Napa,Lettuce,2010,6,55,6055,1937986794.0,104295181.0,7
Napa,Oranges,2010,6,55,6055,1937986794.0,104295181.0,25
Napa,Other Hay/Non Alfalfa,2010,6,55,6055,1937986794.0,104295181.0,3204
Napa,Rice,2010,6,55,6055,1937986794.0,104295181.0,385
Napa,Tomatoes,2010,6,55,6055,1937986794.0,104295181.0,20
Napa,Walnuts,2010,6,55,6055,1937986794.0,104295181.0,14904
Nevada,Almonds,2010,6,57,6057,2480587338.0,41531993.0,6
Nevada,Grapes,2010,6,57,6057,2480587338.0,41531993.0,4
Nevada,Other Hay/Non Alfalfa,2010,6,57,6057,2480587338.0,41531993.0,183
Nevada,Pistachios,2010,6,57,6057,2480587338.0,41531993.0,1
Nevada,Rice,2010,6,57,6057,2480587338.0,41531993.0,13
Nevada,Strawberries,2010,6,57,6057,2480587338.0,41531993.0,1
Nevada,Walnuts,2010,6,57,6057,2480587338.0,41531993.0,5
Orange,Strawberries,2010,6,59,6059,2053367783.0,401931862.0,532
Placer,Almonds,2010,6,61,6061,3644306246.0,246466620.0,3140
Placer,Grapes,2010,6,61,6061,3644306246.0,246466620.0,111
Placer,Oranges,2010,6,61,6061,3644306246.0,246466620.0,9
Placer,Other Hay/Non Alfalfa,2010,6,61,6061,3644306246.0,246466620.0,18371
Placer,Pistachios,2010,6,61,6061,3644306246.0,246466620.0,9
Placer,Rice,2010,6,61,6061,3644306246.0,246466620.0,71905
Placer,Strawberries,2010,6,61,6061,3644306246.0,246466620.0,2
Placer,Tomatoes,2010,6,61,6061,3644306246.0,246466620.0,1
Placer,Walnuts,2010,6,61,6061,3644306246.0,246466620.0,7927
Plumas,Grapes,2010,6,63,6063,6612400910.0,156387636.0,5
Plumas,Other Hay/Non Alfalfa,2010,6,63,6063,6612400910.0,156387636.0,9937
Plumas,Strawberries,2010,6,63,6063,6612400910.0,156387636.0,3
Riverside,Lettuce,2010,6,65,6065,18671212657.0,243883196.0,3327
Riverside,Oranges,2010,6,65,6065,18671212657.0,243883196.0,32951
Riverside,Other Hay/Non Alfalfa,2010,6,65,6065,18671212657.0,243883196.0,23734
Sacramento,Almonds,2010,6,67,6067,2499983887.0,75425434.0,7355
Sacramento,Grapes,2010,6,67,6067,2499983887.0,75425434.0,80144
Sacramento,Lettuce,2010,6,67,6067,2499983887.0,75425434.0,20
Sacramento,Other Hay/Non Alfalfa,2010,6,67,6067,2499983887.0,75425434.0,147903
Sacramento,Pistachios,2010,6,67,6067,2499983887.0,75425434.0,6
Sacramento,Rice,2010,6,67,6067,2499983887.0,75425434.0,20004
Sacramento,Tomatoes,2010,6,67,6067,2499983887.0,75425434.0,9342
Sacramento,Walnuts,2010,6,67,6067,2499983887.0,75425434.0,31328
San Benito,Almonds,2010,6,69,6069,3596591082.0,4719300.0,8640
San Benito,Grapes,2010,6,69,6069,3596591082.0,4719300.0,1006
San Benito,Lettuce,2010,6,69,6069,3596591082.0,4719300.0,11339
San Benito,Oranges,2010,6,69,6069,3596591082.0,4719300.0,1
San Benito,Other Hay/Non Alfalfa,2010,6,69,6069,3596591082.0,4719300.0,2691
San Benito,Pistachios,2010,6,69,6069,3596591082.0,4719300.0,35
San Benito,Rice,2010,6,69,6069,3596591082.0,4719300.0,653
San Benito,Strawberries,2010,6,69,6069,3596591082.0,4719300.0,73
San Benito,Tomatoes,2010,6,69,6069,3596591082.0,4719300.0,9885
San Benito,Walnuts,2010,6,69,6069,3596591082.0,4719300.0,6833
San Bernardino,Lettuce,2010,6,71,6071,51975576263.0,96414425.0,5
San Bernardino,Oranges,2010,6,71,6071,51975576263.0,96414425.0,1301
San Bernardino,Other Hay/Non Alfalfa,2010,6,71,6071,51975576263.0,96414425.0,183
San Diego,Oranges,2010,6,73,6073,10904373558.0,817404622.0,11
San Diego,Other Hay/Non Alfalfa,2010,6,73,6073,10904373558.0,817404622.0,31
San Diego,Strawberries,2010,6,73,6073,10904373558.0,817404622.0,18
San Francisco,Grapes,2010,6,75,6075,121477743.0,479114582.0,3
San Francisco,Other Hay/Non Alfalfa,2010,6,75,6075,121477743.0,479114582.0,9
San Francisco,Rice,2010,6,75,6075,121477743.0,479114582.0,7
San Francisco,Walnuts,2010,6,75,6075,121477743.0,479114582.0,2
San Joaquin,Almonds,2010,6,77,6077,3606127799.0,89109687.0,224689
San Joaquin,Grapes,2010,6,77,6077,3606127799.0,89109687.0,288831
San Joaquin,Lettuce,2010,6,77,6077,3606127799.0,89109687.0,543
San Joaquin,Other Hay/Non Alfalfa,2010,6,77,6077,3606127799.0,89109687.0,88886
San Joaquin,Pistachios,2010,6,77,6077,3606127799.0,89109687.0,17
San Joaquin,Rice,2010,6,77,6077,3606127799.0,89109687.0,23929
San Joaquin,Strawberries,2010,6,77,6077,3606127799.0,89109687.0,5
San Joaquin,Tomatoes,2010,6,77,6077,3606127799.0,89109687.0,50026
San Joaquin,Walnuts,2010,6,77,6077,3606127799.0,89109687.0,331834
San Luis Obispo,Almonds,2010,6,79,6079,8548557892.0,815573121.0,1234
San Luis Obispo,Grapes,2010,6,79,6079,8548557892.0,815573121.0,91813
San Luis Obispo,Lettuce,2010,6,79,6079,8548557892.0,815573121.0,551
San Luis Obispo,Oranges,2010,6,79,6079,8548557892.0,815573121.0,529
San Luis Obispo,Other Hay/Non Alfalfa,2010,6,79,6079,8548557892.0,815573121.0,19643
San Luis Obispo,Pistachios,2010,6,79,6079,8548557892.0,815573121.0,1664
San Luis Obispo,Rice,2010,6,79,6079,8548557892.0,815573121.0,18
San Luis Obispo,Strawberries,2010,6,79,6079,8548557892.0,815573121.0,23950
San Luis Obispo,Tomatoes,2010,6,79,6079,8548557892.0,815573121.0,23
San Luis Obispo,Walnuts,2010,6,79,6079,8548557892.0,815573121.0,750
San Mateo,Almonds,2010,6,81,6081,1161957020.0,757114175.0,171
San Mateo,Grapes,2010,6,81,6081,1161957020.0,757114175.0,53
San Mateo,Other Hay/Non Alfalfa,2010,6,81,6081,1161957020.0,757114175.0,281
San Mateo,Rice,2010,6,81,6081,1161957020.0,757114175.0,144
San Mateo,Strawberries,2010,6,81,6081,1161957020.0,757114175.0,1
San Mateo,Tomatoes,2010,6,81,6081,1161957020.0,757114175.0,4
San Mateo,Walnuts,2010,6,81,6081,1161957020.0,757114175.0,299
Santa Barbara,Almonds,2010,6,83,6083,7084063392.0,2729751706.0,12263
Santa Barbara,Grapes,2010,6,83,6083,7084063392.0,2729751706.0,4178
Santa Barbara,Lettuce,2010,6,83,6083,7084063392.0,2729751706.0,516
Santa Barbara,Oranges,2010,6,83,6083,7084063392.0,2729751706.0,72
Santa Barbara,Other Hay/Non Alfalfa,2010,6,83,6083,7084063392.0,2729751706.0,3940
Santa Barbara,Pistachios,2010,6,83,6083,7084063392.0,2729751706.0,12086
Santa Barbara,Strawberries,2010,6,83,6083,7084063392.0,2729751706.0,57848
Santa Barbara,Tomatoes,2010,6,83,6083,7084063392.0,2729751706.0,18
Santa Barbara,Walnuts,2010,6,83,6083,7084063392.0,2729751706.0,383
Santa Clara,Almonds,2010,6,85,6085,3343890934.0,33595384.0,5711
Santa Clara,Grapes,2010,6,85,6085,3343890934.0,33595384.0,580
Santa Clara,Lettuce,2010,6,85,6085,3343890934.0,33595384.0,2048
Santa Clara,Oranges,2010,6,85,6085,3343890934.0,33595384.0,2
Santa Clara,Other Hay/Non Alfalfa,2010,6,85,6085,3343890934.0,33595384.0,843
Santa Clara,Pistachios,2010,6,85,6085,3343890934.0,33595384.0,17
Santa Clara,Rice,2010,6,85,6085,3343890934.0,33595384.0,395
Santa Clara,Strawberries,2010,6,85,6085,3343890934.0,33595384.0,5
Santa Clara,Tomatoes,2010,6,85,6085,3343890934.0,33595384.0,6856
Santa Clara,Walnuts,2010,6,85,6085,3343890934.0,33595384.0,3531
Santa Cruz,Almonds,2010,6,87,6087,1152794691.0,419743117.0,5855
Santa Cruz,Grapes,2010,6,87,6087,1152794691.0,419743117.0,423
Santa Cruz,Lettuce,2010,6,87,6087,1152794691.0,419743117.0,189
Santa Cruz,Other Hay/Non Alfalfa,2010,6,87,6087,1152794691.0,419743117.0,1499
Santa Cruz,Pistachios,2010,6,87,6087,1152794691.0,419743117.0,6
Santa Cruz,Rice,2010,6,87,6087,1152794691.0,419743117.0,965
Santa Cruz,Strawberries,2010,6,87,6087,1152794691.0,419743117.0,444
Santa Cruz,Tomatoes,2010,6,87,6087,1152794691.0,419743117.0,1559
Santa Cruz,Walnuts,2010,6,87,6087,1152794691.0,419743117.0,3441
Shasta,Almonds,2010,6,89,6089,9778407493.0,186302040.0,14813
Shasta,Grapes,2010,6,89,6089,9778407493.0,186302040.0,7
Shasta,Oranges,2010,6,89,6089,9778407493.0,186302040.0,6
Shasta,Other Hay/Non Alfalfa,2010,6,89,6089,9778407493.0,186302040.0,57810
Shasta,Pistachios,2010,6,89,6089,9778407493.0,186302040.0,9
Shasta,Rice,2010,6,89,6089,9778407493.0,186302040.0,126
Shasta,Strawberries,2010,6,89,6089,9778407493.0,186302040.0,86
Shasta,Walnuts,2010,6,89,6089,9778407493.0,186302040.0,2438
Sierra,Other Hay/Non Alfalfa,2010,6,91,6091,2468694583.0,23299110.0,6345
Siskiyou,Grapes,2010,6,93,6093,16261933244.0,179149815.0,204
Siskiyou,Other Hay/Non Alfalfa,2010,6,93,6093,16261933244.0,179149815.0,53673
Siskiyou,Rice,2010,6,93,6093,16261933244.0,179149815.0,2
Siskiyou,Strawberries,2010,6,93,6093,16261933244.0,179149815.0,15572
Siskiyou,Walnuts,2010,6,93,6093,16261933244.0,179149815.0,1
Solano,Almonds,2010,6,95,6095,2128488719.0,218671901.0,13808
Solano,Grapes,2010,6,95,6095,2128488719.0,218671901.0,12967
Solano,Oranges,2010,6,95,6095,2128488719.0,218671901.0,78
Solano,Other Hay/Non Alfalfa,2010,6,95,6095,2128488719.0,218671901.0,52849
Solano,Pistachios,2010,6,95,6095,2128488719.0,218671901.0,2
Solano,Rice,2010,6,95,6095,2128488719.0,218671901.0,3224
Solano,Tomatoes,2010,6,95,6095,2128488719.0,218671901.0,3026
Solano,Walnuts,2010,6,95,6095,2128488719.0,218671901.0,33808
Sonoma,Almonds,2010,6,97,6097,4080764059.0,498182342.0,543
Sonoma,Grapes,2010,6,97,6097,4080764059.0,498182342.0,4669
Sonoma,Lettuce,2010,6,97,6097,4080764059.0,498182342.0,2
Sonoma,Oranges,2010,6,97,6097,4080764059.0,498182342.0,15
Sonoma,Other Hay/Non Alfalfa,2010,6,97,6097,4080764059.0,498182342.0,1999
Sonoma,Pistachios,2010,6,97,6097,4080764059.0,498182342.0,2
Sonoma,Rice,2010,6,97,6097,4080764059.0,498182342.0,1509
Sonoma,Tomatoes,2010,6,97,6097,4080764059.0,498182342.0,38
Sonoma,Walnuts,2010,6,97,6097,4080764059.0,498182342.0,1443
Stanislaus,Almonds,2010,6,99,6099,3874667416.0,46351766.0,581782
Stanislaus,Grapes,2010,6,99,6099,3874667416.0,46351766.0,16690
Stanislaus,Lettuce,2010,6,99,6099,3874667416.0,46351766.0,275
Stanislaus,Oranges,2010,6,99,6099,3874667416.0,46351766.0,33
Stanislaus,Other Hay/Non Alfalfa,2010,6,99,6099,3874667416.0,46351766.0,10223
Stanislaus,Pistachios,2010,6,99,6099,3874667416.0,46351766.0,10075
Stanislaus,Rice,2010,6,99,6099,3874667416.0,46351766.0,4139
Stanislaus,Strawberries,2010,6,99,6099,3874667416.0,46351766.0,22
Stanislaus,Tomatoes,2010,6,99,6099,3874667416.0,46351766.0,51632
Stanislaus,Walnuts,2010,6,99,6099,3874667416.0,46351766.0,78772
Sutter,Almonds,2010,6,101,6101,1560546528.0,15240591.0,31335
Sutter,Grapes,2010,6,101,6101,1560546528.0,15240591.0,359
Sutter,Oranges,2010,6,101,6101,1560546528.0,15240591.0,1
Sutter,Other Hay/Non Alfalfa,2010,6,101,6101,1560546528.0,15240591.0,7637
Sutter,Pistachios,2010,6,101,6101,1560546528.0,15240591.0,15
Sutter,Rice,2010,6,101,6101,1560546528.0,15240591.0,559359
Sutter,Tomatoes,2010,6,101,6101,1560546528.0,15240591.0,684
Sutter,Walnuts,2010,6,101,6101,1560546528.0,15240591.0,187910
Tehama,Almonds,2010,6,103,6103,7638228749.0,33767783.0,114591
Tehama,Grapes,2010,6,103,6103,7638228749.0,33767783.0,1387
Tehama,Oranges,2010,6,103,6103,7638228749.0,33767783.0,726
Tehama,Other Hay/Non Alfalfa,2010,6,103,6103,7638228749.0,33767783.0,19923
Tehama,Pistachios,2010,6,103,6103,7638228749.0,33767783.0,1610
Tehama,Rice,2010,6,103,6103,7638228749.0,33767783.0,9245
Tehama,Strawberries,2010,6,103,6103,7638228749.0,33767783.0,1
Tehama,Tomatoes,2010,6,103,6103,7638228749.0,33767783.0,5
Tehama,Walnuts,2010,6,103,6103,7638228749.0,33767783.0,54425
Trinity,Other Hay/Non Alfalfa,2010,6,105,6105,8234265082.0,73407950.0,1264
Trinity,Strawberries,2010,6,105,6105,8234265082.0,73407950.0,3
Tulare,Almonds,2010,6,107,6107,12494889125.0,37207487.0,161632
Tulare,Grapes,2010,6,107,6107,12494889125.0,37207487.0,195090
Tulare,Lettuce,2010,6,107,6107,12494889125.0,37207487.0,1827
Tulare,Oranges,2010,6,107,6107,12494889125.0,37207487.0,394365
Tulare,Other Hay/Non Alfalfa,2010,6,107,6107,12494889125.0,37207487.0,6000
Tulare,Pistachios,2010,6,107,6107,12494889125.0,37207487.0,67876
Tulare,Tomatoes,2010,6,107,6107,12494889125.0,37207487.0,5
Tulare,Walnuts,2010,6,107,6107,12494889125.0,37207487.0,157603
Tuolumne,Almonds,2010,6,109,6109,5752029633.0,138772442.0,38
Tuolumne,Grapes,2010,6,109,6109,5752029633.0,138772442.0,6
Tuolumne,Other Hay/Non Alfalfa,2010,6,109,6109,5752029633.0,138772442.0,5
Tuolumne,Pistachios,2010,6,109,6109,5752029633.0,138772442.0,176
Tuolumne,Walnuts,2010,6,109,6109,5752029633.0,138772442.0,2
Ventura,Almonds,2010,6,111,6111,4771987962.0,947345370.0,2427
Ventura,Grapes,2010,6,111,6111,4771987962.0,947345370.0,1609
Ventura,Lettuce,2010,6,111,6111,4771987962.0,947345370.0,10
Ventura,Oranges,2010,6,111,6111,4771987962.0,947345370.0,2240
Ventura,Other Hay/Non Alfalfa,2010,6,111,6111,4771987962.0,947345370.0,60660
Ventura,Pistachios,2010,6,111,6111,4771987962.0,947345370.0,1153
Ventura,Strawberries,2010,6,111,6111,4771987962.0,947345370.0,38917
Ventura,Walnuts,2010,6,111,6111,4771987962.0,947345370.0,10
Yolo,Almonds,2010,6,113,6113,2628144759.0,22878428.0,50934
Yolo,Grapes,2010,6,113,6113,2628144759.0,22878428.0,66667
Yolo,Oranges,2010,6,113,6113,2628144759.0,22878428.0,101
Yolo,Other Hay/Non Alfalfa,2010,6,113,6113,2628144759.0,22878428.0,59007
Yolo,Pistachios,2010,6,113,6113,2628144759.0,22878428.0,1
Yolo,Rice,2010,6,113,6113,2628144759.0,22878428.0,200217
Yolo,Tomatoes,2010,6,113,6113,2628144759.0,22878428.0,4954
Yolo,Walnuts,2010,6,113,6113,2628144759.0,22878428.0,80691
Yuba,Almonds,2010,6,115,6115,1636913845.0,31057995.0,26207
Yuba,Grapes,2010,6,115,6115,1636913845.0,31057995.0,122
