County,CropTypes,Year,STATEFP,COUNTYFP,GEOID,ALAND,AWATER,Count
Nevada,Oranges,2012,6,57,6057,2480587338.0,41531993.0,2
Nevada,Other Hay/Non Alfalfa,2012,6,57,6057,2480587338.0,41531993.0,898
Nevada,Rice,2012,6,57,6057,2480587338.0,41531993.0,1
Nevada,Strawberries,2012,6,57,6057,2480587338.0,41531993.0,9
Nevada,Walnuts,2012,6,57,6057,2480587338.0,41531993.0,3
Orange,Other Hay/Non Alfalfa,2012,6,59,6059,2053367783.0,401931862.0,5
Placer,Almonds,2012,6,61,6061,3644306246.0,246466620.0,300
Placer,Grapes,2012,6,61,6061,3644306246.0,246466620.0,503
Placer,Oranges,2012,6,61,6061,3644306246.0,246466620.0,4
Placer,Other Hay/Non Alfalfa,2012,6,61,6061,3644306246.0,246466620.0,8871
Placer,Pistachios,2012,6,61,6061,3644306246.0,246466620.0,1
Placer,Rice,2012,6,61,6061,3644306246.0,246466620.0,72965
Placer,Tomatoes,2012,6,61,6061,3644306246.0,246466620.0,27
Placer,Walnuts,2012,6,61,6061,3644306246.0,246466620.0,5863
Plumas,Grapes,2012,6,63,6063,6612400910.0,156387636.0,21
Plumas,Other Hay/Non Alfalfa,2012,6,63,6063,6612400910.0,156387636.0,10722
Riverside,Almonds,2012,6,65,6065,18671212657.0,243883196.0,541
Riverside,Grapes,2012,6,65,6065,18671212657.0,243883196.0,39934
Riverside,Lettuce,2012,6,65,6065,18671212657.0,243883196.0,246
Riverside,Other Hay/Non Alfalfa,2012,6,65,6065,18671212657.0,243883196.0,9268
Riverside,Tomatoes,2012,6,65,6065,18671212657.0,243883196.0,527
Sacramento,Almonds,2012,6,67,6067,2499983887.0,75425434.0,268
Sacramento,Grapes,2012,6,67,6067,2499983887.0,75425434.0,125568
Sacramento,Oranges,2012,6,67,6067,2499983887.0,75425434.0,1
Sacramento,Other Hay/Non Alfalfa,2012,6,67,6067,2499983887.0,75425434.0,115962
Sacramento,Pistachios,2012,6,67,6067,2499983887.0,75425434.0,65
Sacramento,Rice,2012,6,67,6067,2499983887.0,75425434.0,27240
Sacramento,Tomatoes,2012,6,67,6067,2499983887.0,75425434.0,15604
Sacramento,Walnuts,2012,6,67,6067,2499983887.0,75425434.0,5523
San Benito,Almonds,2012,6,69,6069,3596591082.0,4719300.0,1789
San Benito,Grapes,2012,6,69,6069,3596591082.0,4719300.0,27453
San Benito,Lettuce,2012,6,69,6069,3596591082.0,4719300.0,3618
San Benito,Other Hay/Non Alfalfa,2012,6,69,6069,3596591082.0,4719300.0,8125
San Benito,Pistachios,2012,6,69,6069,3596591082.0,4719300.0,134
San Benito,Rice,2012,6,69,6069,3596591082.0,4719300.0,53
San Benito,Strawberries,2012,6,69,6069,3596591082.0,4719300.0,140
San Benito,Tomatoes,2012,6,69,6069,3596591082.0,4719300.0,22666
San Benito,Walnuts,2012,6,69,6069,3596591082.0,4719300.0,466
San Bernardino,Oranges,2012,6,71,6071,51975576263.0,96414425.0,1
San Bernardino,Other Hay/Non Alfalfa,2012,6,71,6071,51975576263.0,96414425.0,379
San Diego,Almonds,2012,6,73,6073,10904373558.0,817404622.0,53
San Diego,Grapes,2012,6,73,6073,10904373558.0,817404622.0,290
San Diego,Lettuce,2012,6,73,6073,10904373558.0,817404622.0,2
San Diego,Other Hay/Non Alfalfa,2012,6,73,6073,10904373558.0,817404622.0,7
San Francisco,Grapes,2012,6,75,6075,121477743.0,479114582.0,21
San Joaquin,Almonds,2012,6,77,6077,3606127799.0,89109687.0,225920
San Joaquin,Grapes,2012,6,77,6077,3606127799.0,89109687.0,371008
San Joaquin,Oranges,2012,6,77,6077,3606127799.0,89109687.0,3
San Joaquin,Other Hay/Non Alfalfa,2012,6,77,6077,3606127799.0,89109687.0,65723
San Joaquin,Pistachios,2012,6,77,6077,3606127799.0,89109687.0,71
San Joaquin,Rice,2012,6,77,6077,3606127799.0,89109687.0,18573
San Joaquin,Tomatoes,2012,6,77,6077,3606127799.0,89109687.0,167262
San Joaquin,Walnuts,2012,6,77,6077,3606127799.0,89109687.0,294661
San Luis Obispo,Almonds,2012,6,79,6079,8548557892.0,815573121.0,1803
San Luis Obispo,Grapes,2012,6,79,6079,8548557892.0,815573121.0,204662
San Luis Obispo,Lettuce,2012,6,79,6079,8548557892.0,815573121.0,48
San Luis Obispo,Oranges,2012,6,79,6079,8548557892.0,815573121.0,48
San Luis Obispo,Other Hay/Non Alfalfa,2012,6,79,6079,8548557892.0,815573121.0,22981
San Luis Obispo,Pistachios,2012,6,79,6079,8548557892.0,815573121.0,336
San Luis Obispo,Rice,2012,6,79,6079,8548557892.0,815573121.0,18
San Luis Obispo,Strawberries,2012,6,79,6079,8548557892.0,815573121.0,18432
San Luis Obispo,Tomatoes,2012,6,79,6079,8548557892.0,815573121.0,267
San Luis Obispo,Walnuts,2012,6,79,6079,8548557892.0,815573121.0,242
San Mateo,Almonds,2012,6,81,6081,1161957020.0,757114175.0,5
San Mateo,Grapes,2012,6,81,6081,1161957020.0,757114175.0,629
San Mateo,Other Hay/Non Alfalfa,2012,6,81,6081,1161957020.0,757114175.0,15
San Mateo,Pistachios,2012,6,81,6081,1161957020.0,757114175.0,1
San Mateo,Rice,2012,6,81,6081,1161957020.0,757114175.0,1
San Mateo,Strawberries,2012,6,81,6081,1161957020.0,757114175.0,16
San Mateo,Walnuts,2012,6,81,6081,1161957020.0,757114175.0,2
Santa Barbara,Almonds,2012,6,83,6083,7084063392.0,2729751706.0,1993
Santa Barbara,Grapes,2012,6,83,6083,7084063392.0,2729751706.0,95726
Santa Barbara,Lettuce,2012,6,83,6083,7084063392.0,2729751706.0,78
Santa Barbara,Oranges,2012,6,83,6083,7084063392.0,2729751706.0,38
Santa Barbara,Other Hay/Non Alfalfa,2012,6,83,6083,7084063392.0,2729751706.0,1427
Santa Barbara,Pistachios,2012,6,83,6083,7084063392.0,2729751706.0,548
Santa Barbara,Rice,2012,6,83,6083,7084063392.0,2729751706.0,17
Santa Barbara,Strawberries,2012,6,83,6083,7084063392.0,2729751706.0,48497
Santa Barbara,Tomatoes,2012,6,83,6083,7084063392.0,2729751706.0,570
Santa Barbara,Walnuts,2012,6,83,6083,7084063392.0,2729751706.0,30
Santa Clara,Almonds,2012,6,85,6085,3343890934.0,33595384.0,618
Santa Clara,Grapes,2012,6,85,6085,3343890934.0,33595384.0,18841
Santa Clara,Lettuce,2012,6,85,6085,3343890934.0,33595384.0,153
Santa Clara,Other Hay/Non Alfalfa,2012,6,85,6085,3343890934.0,33595384.0,1180
Santa Clara,Pistachios,2012,6,85,6085,3343890934.0,33595384.0,5
Santa Clara,Rice,2012,6,85,6085,3343890934.0,33595384.0,1
Santa Clara,Strawberries,2012,6,85,6085,3343890934.0,33595384.0,47
Santa Clara,Tomatoes,2012,6,85,6085,3343890934.0,33595384.0,11857
Santa Clara,Walnuts,2012,6,85,6085,3343890934.0,33595384.0,58
Santa Cruz,Almonds,2012,6,87,6087,1152794691.0,419743117.0,14
Santa Cruz,Grapes,2012,6,87,6087,1152794691.0,419743117.0,3203
Santa Cruz,Lettuce,2012,6,87,6087,1152794691.0,419743117.0,5
Santa Cruz,Other Hay/Non Alfalfa,2012,6,87,6087,1152794691.0,419743117.0,55
Santa Cruz,Strawberries,2012,6,87,6087,1152794691.0,419743117.0,1658
Santa Cruz,Tomatoes,2012,6,87,6087,1152794691.0,419743117.0,32
Santa Cruz,Walnuts,2012,6,87,6087,1152794691.0,419743117.0,103
Shasta,Almonds,2012,6,89,6089,9778407493.0,186302040.0,4608
Shasta,Grapes,2012,6,89,6089,9778407493.0,186302040.0,105
Shasta,Oranges,2012,6,89,6089,9778407493.0,186302040.0,6
Shasta,Other Hay/Non Alfalfa,2012,6,89,6089,9778407493.0,186302040.0,69461
Shasta,Pistachios,2012,6,89,6089,9778407493.0,186302040.0,98
Shasta,Rice,2012,6,89,6089,9778407493.0,186302040.0,565
Shasta,Tomatoes,2012,6,89,6089,9778407493.0,186302040.0,7
Shasta,Walnuts,2012,6,89,6089,9778407493.0,186302040.0,632
Sierra,Other Hay/Non Alfalfa,2012,6,91,6091,2468694583.0,23299110.0,3298
Sierra,Strawberries,2012,6,91,6091,2468694583.0,23299110.0,2
Siskiyou,Grapes,2012,6,93,6093,16261933244.0,179149815.0,44
Siskiyou,Other Hay/Non Alfalfa,2012,6,93,6093,16261933244.0,179149815.0,111278
Siskiyou,Strawberries,2012,6,93,6093,16261933244.0,179149815.0,10385
Solano,Almonds,2012,6,95,6095,2128488719.0,218671901.0,16325
Solano,Grapes,2012,6,95,6095,2128488719.0,218671901.0,13704
Solano,Oranges,2012,6,95,6095,2128488719.0,218671901.0,30
Solano,Other Hay/Non Alfalfa,2012,6,95,6095,2128488719.0,218671901.0,62674
Solano,Pistachios,2012,6,95,6095,2128488719.0,218671901.0,4
Solano,Rice,2012,6,95,6095,2128488719.0,218671901.0,863
Solano,Tomatoes,2012,6,95,6095,2128488719.0,218671901.0,52343
Solano,Walnuts,2012,6,95,6095,2128488719.0,218671901.0,29950
Sonoma,Grapes,2012,6,97,6097,4080764059.0,498182342.0,268016
Sonoma,Other Hay/Non Alfalfa,2012,6,97,6097,4080764059.0,498182342.0,417
Sonoma,Rice,2012,6,97,6097,4080764059.0,498182342.0,2
Stanislaus,Almonds,2012,6,99,6099,3874667416.0,46351766.0,497166
Stanislaus,Grapes,2012,6,99,6099,3874667416.0,46351766.0,32777
Stanislaus,Lettuce,2012,6,99,6099,3874667416.0,46351766.0,2
Stanislaus,Other Hay/Non Alfalfa,2012,6,99,6099,3874667416.0,46351766.0,174127
Stanislaus,Pistachios,2012,6,99,6099,3874667416.0,46351766.0,245
Stanislaus,Rice,2012,6,99,6099,3874667416.0,46351766.0,4692
Stanislaus,Strawberries,2012,6,99,6099,3874667416.0,46351766.0,2
Stanislaus,Tomatoes,2012,6,99,6099,3874667416.0,46351766.0,60155
Stanislaus,Walnuts,2012,6,99,6099,3874667416.0,46351766.0,95656
Sutter,Almonds,2012,6,101,6101,1560546528.0,15240591.0,28498
Sutter,Grapes,2012,6,101,6101,1560546528.0,15240591.0,545
Sutter,Oranges,2012,6,101,6101,1560546528.0,15240591.0,60
Sutter,Other Hay/Non Alfalfa,2012,6,101,6101,1560546528.0,15240591.0,2767
Sutter,Pistachios,2012,6,101,6101,1560546528.0,15240591.0,4
Sutter,Rice,2012,6,101,6101,1560546528.0,15240591.0,550143
Sutter,Tomatoes,2012,6,101,6101,1560546528.0,15240591.0,52456
Sutter,Walnuts,2012,6,101,6101,1560546528.0,15240591.0,148568
Tehama,Almonds,2012,6,103,6103,7638228749.0,33767783.0,52765
Tehama,Grapes,2012,6,103,6103,7638228749.0,33767783.0,684
Tehama,Oranges,2012,6,103,6103,7638228749.0,33767783.0,32
Tehama,Other Hay/Non Alfalfa,2012,6,103,6103,7638228749.0,33767783.0,26927
Tehama,Pistachios,2012,6,103,6103,7638228749.0,33767783.0,5392
Tehama,Rice,2012,6,103,6103,7638228749.0,33767783.0,5970
Tehama,Tomatoes,2012,6,103,6103,7638228749.0,33767783.0,23
Tehama,Walnuts,2012,6,103,6103,7638228749.0,33767783.0,62756
Trinity,Grapes,2012,6,105,6105,8234265082.0,73407950.0,317
Trinity,Other Hay/Non Alfalfa,2012,6,105,6105,8234265082.0,73407950.0,136
Tulare,Almonds,2012,6,107,6107,12494889125.0,37207487.0,276394
Tulare,Grapes,2012,6,107,6107,12494889125.0,37207487.0,221352
Tulare,Lettuce,2012,6,107,6107,12494889125.0,37207487.0,345
Tulare,Oranges,2012,6,107,6107,12494889125.0,37207487.0,361815
Tulare,Other Hay/Non Alfalfa,2012,6,107,6107,12494889125.0,37207487.0,2467
Tulare,Pistachios,2012,6,107,6107,12494889125.0,37207487.0,148071
Tulare,Rice,2012,6,107,6107,12494889125.0,37207487.0,15
Tulare,Strawberries,2012,6,107,6107,12494889125.0,37207487.0,2
Tulare,Tomatoes,2012,6,107,6107,12494889125.0,37207487.0,1648
Tulare,Walnuts,2012,6,107,6107,12494889125.0,37207487.0,204123
Tuolumne,Almonds,2012,6,109,6109,5752029633.0,138772442.0,79
Tuolumne,Grapes,2012,6,109,6109,5752029633.0,138772442.0,999
Tuolumne,Oranges,2012,6,109,6109,5752029633.0,138772442.0,16
Tuolumne,Other Hay/Non Alfalfa,2012,6,109,6109,5752029633.0,138772442.0,19
Tuolumne,Pistachios,2012,6,109,6109,5752029633.0,138772442.0,176
Tuolumne,Walnuts,2012,6,109,6109,5752029633.0,138772442.0,9
Ventura,Almonds,2012,6,111,6111,4771987962.0,947345370.0,30
Ventura,Grapes,2012,6,111,6111,4771987962.0,947345370.0,48
Ventura,Oranges,2012,6,111,6111,4771987962.0,947345370.0,4
Ventura,Other Hay/Non Alfalfa,2012,6,111,6111,4771987962.0,947345370.0,5
Ventura,Pistachios,2012,6,111,6111,4771987962.0,947345370.0,47
Ventura,Strawberries,2012,6,111,6111,4771987962.0,947345370.0,11028
Yolo,Almonds,2012,6,113,6113,2628144759.0,22878428.0,80840
Yolo,Grapes,2012,6,113,6113,2628144759.0,22878428.0,72896
Yolo,Oranges,2012,6,113,6113,2628144759.0,22878428.0,329
Yolo,Other Hay/Non Alfalfa,2012,6,113,6113,2628144759.0,22878428.0,47068
Yolo,Pistachios,2012,6,113,6113,2628144759.0,22878428.0,19
Yolo,Rice,2012,6,113,6113,2628144759.0,22878428.0,180278
Yolo,Tomatoes,2012,6,113,6113,2628144759.0,22878428.0,190830
Yolo,Walnuts,2012,6,113,6113,2628144759.0,22878428.0,59326
Yuba,Almonds,2012,6,115,6115,1636913845.0,31057995.0,4486
Yuba,Grapes,2012,6,115,6115,1636913845.0,31057995.0,62
Yuba,Oranges,2012,6,115,6115,1636913845.0,31057995.0,1
Yuba,Other Hay/Non Alfalfa,2012,6,115,6115,1636913845.0,31057995.0,1161
Yuba,Pistachios,2012,6,115,6115,1636913845.0,31057995.0,1
Yuba,Rice,2012,6,115,6115,1636913845.0,31057995.0,180164
Yuba,Strawberries,2012,6,115,6115,1636913845.0,31057995.0,2
Yuba,Tomatoes,2012,6,115,6115,1636913845.0,31057995.0,322
Yuba,Walnuts,2012,6,115,6115,1636913845.0,31057995.0,58047
Yuma,Lettuce,2012,4,27,4027,14280777606.0,13248642.0,1
Alameda,Almonds,2013,6,1,6001,1909614756.0,216907015.0,23
Alameda,Grapes,2013,6,1,6001,1909614756.0,216907015.0,16878
Alameda,Other Hay/Non Alfalfa,2013,6,1,6001,1909614756.0,216907015.0,2396
Alameda,Pistachios,2013,6,1,6001,1909614756.0,216907015.0,1
Alameda,Rice,2013,6,1,6001,1909614756.0,216907015.0,2
Alameda,Tomatoes,2013,6,1,6001,1909614756.0,216907015.0,20
Alameda,Walnuts,2013,6,1,6001,1909614756.0,216907015.0,26
Alpine,Other Hay/Non Alfalfa,2013,6,3,6003,1912292608.0,12557304.0,806
Amador,Almonds,2013,6,5,6005,1539933596.0,29470567.0,138
Amador,Grapes,2013,6,5,6005,1539933596.0,29470567.0,12215
Amador,Oranges,2013,6,5,6005,1539933596.0,29470567.0,3
Amador,Other Hay/Non Alfalfa,2013,6,5,6005,1539933596.0,29470567.0,4316
Amador,Pistachios,2013,6,5,6005,1539933596.0,29470567.0,5
Amador,Rice,2013,6,5,6005,1539933596.0,29470567.0,5
Amador,Tomatoes,2013,6,5,6005,1539933596.0,29470567.0,2
Amador,Walnuts,2013,6,5,6005,1539933596.0,29470567.0,557
Butte,Almonds,2013,6,7,6007,4238488156.0,105261063.0,219478
Butte,Grapes,2013,6,7,6007,4238488156.0,105261063.0,1302
Butte,Oranges,2013,6,7,6007,4238488156.0,105261063.0,571
Butte,Other Hay/Non Alfalfa,2013,6,7,6007,4238488156.0,105261063.0,5235
Butte,Pistachios,2013,6,7,6007,4238488156.0,105261063.0,186
Butte,Rice,2013,6,7,6007,4238488156.0,105261063.0,477488
Butte,Strawberries,2013,6,7,6007,4238488156.0,105261063.0,88
Butte,Tomatoes,2013,6,7,6007,4238488156.0,105261063.0,411
Butte,Walnuts,2013,6,7,6007,4238488156.0,105261063.0,193372
Calaveras,Almonds,2013,6,9,6009,2641784992.0,43841871.0,157
Calaveras,Grapes,2013,6,9,6009,2641784992.0,43841871.0,2351
Calaveras,Oranges,2013,6,9,6009,2641784992.0,43841871.0,2
Calaveras,Other Hay/Non Alfalfa,2013,6,9,6009,2641784992.0,43841871.0,35
Calaveras,Pistachios,2013,6,9,6009,2641784992.0,43841871.0,2
Calaveras,Walnuts,2013,6,9,6009,2641784992.0,43841871.0,1893
Colusa,Almonds,2013,6,11,6011,2980332742.0,14608887.0,213487
Colusa,Grapes,2013,6,11,6011,2980332742.0,14608887.0,14081
Colusa,Oranges,2013,6,11,6011,2980332742.0,14608887.0,3
Colusa,Other Hay/Non Alfalfa,2013,6,11,6011,2980332742.0,14608887.0,10604
Colusa,Pistachios,2013,6,11,6011,2980332742.0,14608887.0,197
Colusa,Rice,2013,6,11,6011,2980332742.0,14608887.0,684080
Colusa,Strawberries,2013,6,11,6011,2980332742.0,14608887.0,21
Colusa,Tomatoes,2013,6,11,6011,2980332742.0,14608887.0,71702
Colusa,Walnuts,2013,6,11,6011,2980332742.0,14608887.0,83119
Contra Costa,Almonds,2013,6,13,6013,1857229826.0,225285866.0,360
Contra Costa,Grapes,2013,6,13,6013,1857229826.0,225285866.0,18877
Contra Costa,Other Hay/Non Alfalfa,2013,6,13,6013,1857229826.0,225285866.0,9907
Contra Costa,Pistachios,2013,6,13,6013,1857229826.0,225285866.0,1
Contra Costa,Rice,2013,6,13,6013,1857229826.0,225285866.0,149
Contra Costa,Tomatoes,2013,6,13,6013,1857229826.0,225285866.0,3632
Contra Costa,Walnuts,2013,6,13,6013,1857229826.0,225285866.0,1748
El Dorado,Almonds,2013,6,17,6017,4423299441.0,203342316.0,1
El Dorado,Grapes,2013,6,17,6017,4423299441.0,203342316.0,5294
El Dorado,Oranges,2013,6,17,6017,4423299441.0,203342316.0,1
El Dorado,Other Hay/Non Alfalfa,2013,6,17,6017,4423299441.0,203342316.0,20
El Dorado,Walnuts,2013,6,17,6017,4423299441.0,203342316.0,2
Fresno,Almonds,2013,6,19,6019,15432139300.0,136609898.0,973589
Fresno,Grapes,2013,6,19,6019,15432139300.0,136609898.0,828164
Fresno,Lettuce,2013,6,19,6019,15432139300.0,136609898.0,28127
Fresno,Oranges,2013,6,19,6019,15432139300.0,136609898.0,227393
Fresno,Other Hay/Non Alfalfa,2013,6,19,6019,15432139300.0,136609898.0,17456
Fresno,Pistachios,2013,6,19,6019,15432139300.0,136609898.0,239606
Fresno,Rice,2013,6,19,6019,15432139300.0,136609898.0,11138
Fresno,Strawberries,2013,6,19,6019,15432139300.0,136609898.0,9
Fresno,Tomatoes,2013,6,19,6019,15432139300.0,136609898.0,513256
Fresno,Walnuts,2013,6,19,6019,15432139300.0,136609898.0,76966
Glenn,Almonds,2013,6,21,6021,3403160291.0,33693350.0,226443
Glenn,Grapes,2013,6,21,6021,3403160291.0,33693350.0,5287
Glenn,Oranges,2013,6,21,6021,3403160291.0,33693350.0,719
Glenn,Other Hay/Non Alfalfa,2013,6,21,6021,3403160291.0,33693350.0,24793
Glenn,Pistachios,2013,6,21,6021,3403160291.0,33693350.0,8611
Glenn,Rice,2013,6,21,6021,3403160291.0,33693350.0,400339
Glenn,Strawberries,2013,6,21,6021,3403160291.0,33693350.0,1970
Glenn,Tomatoes,2013,6,21,6021,3403160291.0,33693350.0,460
Glenn,Walnuts,2013,6,21,6021,3403160291.0,33693350.0,140863
Humboldt,Grapes,2013,6,23,6023,9241426488.0,1253864712.0,89
Humboldt,Other Hay/Non Alfalfa,2013,6,23,6023,9241426488.0,1253864712.0,70194
Humboldt,Walnuts,2013,6,23,6023,9241426488.0,1253864712.0,3
Imperial,Almonds,2013,6,25,6025,10814594615.0,790217372.0,2546
Imperial,Grapes,2013,6,25,6025,10814594615.0,790217372.0,370
Imperial,Lettuce,2013,6,25,6025,10814594615.0,790217372.0,40277
Imperial,Other Hay/Non Alfalfa,2013,6,25,6025,10814594615.0,790217372.0,277379
Inyo,Grapes,2013,6,27,6027,26410680788.0,76915743.0,1
Inyo,Oranges,2013,6,27,6027,26410680788.0,76915743.0,13
Inyo,Other Hay/Non Alfalfa,2013,6,27,6027,26410680788.0,76915743.0,1896
Inyo,Pistachios,2013,6,27,6027,26410680788.0,76915743.0,5
Kern,Almonds,2013,6,29,6029,21062540828.0,78680980.0,1003237
Kern,Grapes,2013,6,29,6029,21062540828.0,78680980.0,352570
Kern,Lettuce,2013,6,29,6029,21062540828.0,78680980.0,340
Kern,Oranges,2013,6,29,6029,21062540828.0,78680980.0,139682
Kern,Other Hay/Non Alfalfa,2013,6,29,6029,21062540828.0,78680980.0,3833
Kern,Pistachios,2013,6,29,6029,21062540828.0,78680980.0,307510
Kern,Rice,2013,6,29,6029,21062540828.0,78680980.0,20
Kern,Strawberries,2013,6,29,6029,21062540828.0,78680980.0,50
Kern,Tomatoes,2013,6,29,6029,21062540828.0,78680980.0,46890
Kern,Walnuts,2013,6,29,6029,21062540828.0,78680980.0,10360
Kings,Almonds,2013,6,31,6031,3600883803.0,3162664.0,157355
Kings,Grapes,2013,6,31,6031,3600883803.0,3162664.0,38665
Kings,Lettuce,2013,6,31,6031,3600883803.0,3162664.0,561
Kings,Oranges,2013,6,31,6031,3600883803.0,3162664.0,1210
Kings,Other Hay/Non Alfalfa,2013,6,31,6031,3600883803.0,3162664.0,6347
Kings,Pistachios,2013,6,31,6031,3600883803.0,3162664.0,118297
Kings,Rice,2013,6,31,6031,3600883803.0,3162664.0,8
Kings,Tomatoes,2013,6,31,6031,3600883803.0,3162664.0,82492
Kings,Walnuts,2013,6,31,6031,3600883803.0,3162664.0,84438
Klamath,Other Hay/Non Alfalfa,2013,41,35,41035,15391639810.0,503686589.0,12
Lake,Almonds,2013,6,33,6033,3254349190.0,188851723.0,38
Lake,Grapes,2013,6,33,6033,3254349190.0,188851723.0,50371
Lake,Other Hay/Non Alfalfa,2013,6,33,6033,3254349190.0,188851723.0,2585
Lake,Walnuts,2013,6,33,6033,3254349190.0,188851723.0,120
Lassen,Almonds,2013,6,35,6035,11761615584.0,463426056.0,1
Lassen,Grapes,2013,6,35,6035,11761615584.0,463426056.0,48
Lassen,Oranges,2013,6,35,6035,11761615584.0,463426056.0,1
Lassen,Other Hay/Non Alfalfa,2013,6,35,6035,11761615584.0,463426056.0,105468
Lassen,Tomatoes,2013,6,35,6035,11761615584.0,463426056.0,8
Lassen,Walnuts,2013,6,35,6035,11761615584.0,463426056.0,14
Los Angeles,Almonds,2013,6,37,6037,10511861492.0,1793485467.0,107
Los Angeles,Grapes,2013,6,37,6037,10511861492.0,1793485467.0,29
Los Angeles,Oranges,2013,6,37,6037,10511861492.0,1793485467.0,1
Los Angeles,Other Hay/Non Alfalfa,2013,6,37,6037,10511861492.0,1793485467.0,1915
Los Angeles,Pistachios,2013,6,37,6037,10511861492.0,1793485467.0,955
Los Angeles,Strawberries,2013,6,37,6037,10511861492.0,1793485467.0,1
Los Angeles,Tomatoes,2013,6,37,6037,10511861492.0,1793485467.0,11
Madera,Almonds,2013,6,39,6039,5534617472.0,42245931.0,527281
Madera,Grapes,2013,6,39,6039,5534617472.0,42245931.0,499990
Madera,Lettuce,2013,6,39,6039,5534617472.0,42245931.0,46
Madera,Oranges,2013,6,39,6039,5534617472.0,42245931.0,512
Madera,Other Hay/Non Alfalfa,2013,6,39,6039,5534617472.0,42245931.0,11667
Madera,Pistachios,2013,6,39,6039,5534617472.0,42245931.0,61309
Madera,Rice,2013,6,39,6039,5534617472.0,42245931.0,43
Madera,Tomatoes,2013,6,39,6039,5534617472.0,42245931.0,19687
Madera,Walnuts,2013,6,39,6039,5534617472.0,42245931.0,3277
Marin,Grapes,2013,6,41,6041,1347950152.0,797055812.0,7367
Marin,Other Hay/Non Alfalfa,2013,6,41,6041,1347950152.0,797055812.0,18
Mariposa,Almonds,2013,6,43,6043,3752472150.0,36225644.0,291
Mariposa,Grapes,2013,6,43,6043,3752472150.0,36225644.0,134
Mariposa,Other Hay/Non Alfalfa,2013,6,43,6043,3752472150.0,36225644.0,16
Mariposa,Pistachios,2013,6,43,6043,3752472150.0,36225644.0,19
Mariposa,Walnuts,2013,6,43,6043,3752472150.0,36225644.0,1
Mendocino,Almonds,2013,6,45,6045,9081426663.0,962946206.0,17
Mendocino,Grapes,2013,6,45,6045,9081426663.0,962946206.0,79636
Mendocino,Other Hay/Non Alfalfa,2013,6,45,6045,9081426663.0,962946206.0,26643
Mendocino,Rice,2013,6,45,6045,9081426663.0,962946206.0,2
Mendocino,Walnuts,2013,6,45,6045,9081426663.0,962946206.0,49
Merced,Almonds,2013,6,47,6047,5014506620.0,110178168.0,594019
Merced,Grapes,2013,6,47,6047,5014506620.0,110178168.0,70420
Merced,Lettuce,2013,6,47,6047,5014506620.0,110178168.0,73
Merced,Oranges,2013,6,47,6047,5014506620.0,110178168.0,63
Merced,Other Hay/Non Alfalfa,2013,6,47,6047,5014506620.0,110178168.0,70310
Merced,Pistachios,2013,6,47,6047,5014506620.0,110178168.0,18463
Merced,Rice,2013,6,47,6047,5014506620.0,110178168.0,11421
Merced,Strawberries,2013,6,47,6047,5014506620.0,110178168.0,5
Merced,Tomatoes,2013,6,47,6047,5014506620.0,110178168.0,109542
Merced,Walnuts,2013,6,47,6047,5014506620.0,110178168.0,17650
Modoc,Other Hay/Non Alfalfa,2013,6,49,6049,10225096402.0,661284408.0,254166
Modoc,Strawberries,2013,6,49,6049,10225096402.0,661284408.0,22
Mono,Other Hay/Non Alfalfa,2013,6,51,6051,7896838483.0,214695677.0,4659
Monterey,Almonds,2013,6,53,6053,8499616876.0,1267800137.0,5226
Monterey,Grapes,2013,6,53,6053,8499616876.0,1267800137.0,292623
Monterey,Lettuce,2013,6,53,6053,8499616876.0,1267800137.0,17
Monterey,Oranges,2013,6,53,6053,8499616876.0,1267800137.0,99
Monterey,Other Hay/Non Alfalfa,2013,6,53,6053,8499616876.0,1267800137.0,23181
Monterey,Pistachios,2013,6,53,6053,8499616876.0,1267800137.0,438
Monterey,Rice,2013,6,53,6053,8499616876.0,1267800137.0,6577
Monterey,Strawberries,2013,6,53,6053,8499616876.0,1267800137.0,5191
Monterey,Tomatoes,2013,6,53,6053,8499616876.0,1267800137.0,16027
Monterey,Walnuts,2013,6,53,6053,8499616876.0,1267800137.0,3051
Napa,Almonds,2013,6,55,6055,1937986794.0,104295181.0,58
Napa,Grapes,2013,6,55,6055,1937986794.0,104295181.0,161195
Napa,Other Hay/Non Alfalfa,2013,6,55,6055,1937986794.0,104295181.0,189
Napa,Rice,2013,6,55,6055,1937986794.0,104295181.0,10
Napa,Strawberries,2013,6,55,6055,1937986794.0,104295181.0,1
Napa,Tomatoes,2013,6,55,6055,1937986794.0,104295181.0,6
Napa,Walnuts,2013,6,55,6055,1937986794.0,104295181.0,112
Nevada,Grapes,2013,6,57,6057,2480587338.0,41531993.0,1403
Nevada,Other Hay/Non Alfalfa,2013,6,57,6057,2480587338.0,41531993.0,9
Nevada,Walnuts,2013,6,57,6057,2480587338.0,41531993.0,2
Orange,Other Hay/Non Alfalfa,2013,6,59,6059,2053367783.0,401931862.0,21
Orange,Strawberries,2013,6,59,6059,2053367783.0,401931862.0,230
Placer,Almonds,2013,6,61,6061,3644306246.0,246466620.0,632
Placer,Grapes,2013,6,61,6061,3644306246.0,246466620.0,2458
Placer,Oranges,2013,6,61,6061,3644306246.0,246466620.0,13
Placer,Other Hay/Non Alfalfa,2013,6,61,6061,3644306246.0,246466620.0,15106
Placer,Pistachios,2013,6,61,6061,3644306246.0,246466620.0,5
